DISPUTE.id,DISPUTE.title,DISPUTE.economic_sector,DISPUTE.case_respondent,DISPUTE.amount_of_damages,DISPUTE.case_law_text,DISPUTE.case_treaties_tid,DISPUTE.case_claimant,DISPUTE.arbitration_rules,DISPUTE.outcome,DISPUTE.case_treaties,DISPUTE.case_country,DISPUTE.icsid_caseno
2185,Mohamed Abdulmohsen Al-Kharafi & Sons Co. v. Libya and others,,LBY,,,951.0,Al-Kharafi and Sons Co.,,,The Unified Agreement for the Investment of Arab Capital in the Arab States (The UA),,
65,"Mohammad Ammar Al-Bahloul v. The Republic of Tajikistan, SCC Case No. V (064/2008)",,TJK,,Energy Charter Treaty (ECT),59.0,Al-Bahloul,SCC,,Energy Charter Treaty (ECT),,V
1527,"Hesham T. M. Al Warraq v. Republic of Indonesia, UNCITRAL",,IDN,,Organisation of Islamic Cooperation Investment Agreement,803.0,Al Warraq,UNCITRAL,,Organisation of Islamic Cooperation Investment Agreement,,
3628,"Aguaytia Energy, LLC v. Republic of Peru, ICSID Case No. ARB/06/13","Electricity, gas, steam and air conditioning supply",,,,,,ICSID,In favour of Investor,,,ARB/06/13
3588,"Aguas Cordobesas S.A., Suez, and Sociedad General de Aguas de Barcelona S.A. v. Argentine Republic, ICSID Case No. ARB/03/18","Water supply; sewerage, waste management and remediation activities",,,Argentina-France BIT,234.0,,ICSID,Settled,Argentina-France BIT,,ARB/03/18
3500,"AGIP S.p.A. v. People's Republic of the Congo, ICSID Case No. ARB/77/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,In favour of Investor,,,ARB/77/1
3826,"Aeroport Belbek LLC and Mr. Igor Valerievich Kolomoisky v. The Russian Federation, PCA Case No. 2014-30",Wholesale and retail trade; repair of motor vehicles and motorcycles,,,Russian Federation - Ukraine BIT,2475.0,,UNCITRAL,,Russian Federation - Ukraine BIT,,2014-30
4177,"Active Partners Group Limited v. The Republic of South Sudan, PCA Case no 2013/4","Electricity, gas, steam and air conditioning supply",,"US $35,770,000",,,,UNCITRAL,In favour of Investor,,,
3907,"ACP Axos Capital GmbH v. Republic of Kosovo, ICSID Case No. ARB/15/22",Information and communication,,,Law no. 04/L-220 on Foreign Investment (2014),2562.0,,ICSID,,Germany - Federal Republic of Yugoslavia BIT,,ARB/15/22
2564,"Achmea B.V. v. The Slovak Republic, UNCITRAL, PCA Case No. 2013-12 (Number 2)",,,,,383.0,,UNCITRAL,,Netherlands-Slovak Repubic BIT,,2013-12
3570,"Occidental of Pakistan, Inc. v. Islamic Republic of Pakistan, ICSID Case No. ARB/87/4","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,,ARB/87/4
3631,"Shell Brands International AG and Shell Nicaragua S.A. v. Republic of Nicaragua, ICSID Case No. ARB/06/14",Other service activities,,,Netherlands-Nicaragua BIT,2309.0,,ICSID,Settled,Netherlands-Nicaragua BIT,,ARB/06/14
3974,"Cortec Mining Kenya Limited, Cortec (Pty) Limited and Stirling Capital Limited v. Republic of Kenya, ICSID Case No. ARB/15/29","Electricity, gas, steam and air conditioning supply",,,Kenya - United Kingdom BIT (1999),2723.0,,ICSID,,Kenya - United Kingdom BIT (1999),,ARB/15/29
43,"ADF Group Inc. v. United States of America, ICSID Case No. ARB (AF)/00/1",Transportation and storage,,,NAFTA,11.0,,ICSID Additional Facility,In favour of State,NAFTA,,ARB(AF)/00/1
5403,"Vladislav Kim and others v. Republic of Uzbekistan, ICSID Case No. ARB/13/6",Construction,,,BIT Uzbekistan - Kazakhstan 1997,3839.0,,ICSID,,BIT Uzbekistan - Kazakhstan 1997,,ARB/13/6
508,"Antoine Goetz et consorts v. République du Burundi, ICSID Case No. ARB/95/3","Mining and quarrying, including hydrocarbons (oil and gas)",,,BLEU (Belgium-Luxembourg Economic Union) - Burundi BIT (1989),347.0,,ICSID,Settled,Belgium-Luxembourg-Burundi BIT,,ARB/95/3
5576,"Al Jazeera Media Network v. Arab Republic of Egypt, ICSID Case No. ARB/16/1",Information and communication,,,Egypt - Qatar BIT (1999),3939.0,,ICSID,,Egypt - Qatar BIT (1999),,ARB/16/1
5142,"Agility for Public Warehousing Company K.S.C. v. Republic of Iraq, ICSID",Information and communication,,,Iraq - Kuwait BIT (1964),3682.0,,,,Iraq - Kuwait BIT (1964),,
1812,"Abertis Infraestructuras S.A. v. Government of Bolivia, PCA",Transportation and storage,,,Bolivia-Spain BIT (2001),4126.0,,,Settled,Bolivia-Spain BIT (2001),,
5183,"A11Y LTD. v. Czech Republic, ICSID Case No. UNCT/15/1",Other service activities,,,United Kingdom of Great Britain and Northern Ireland - Czech Republic BIT 1990,3750.0,,UNCITRAL,,United Kingdom of Great Britain and Northern Ireland - Czech Republic BIT,,UNCT/15/1
5565,"Lidercón, S.L. v. Republic of Peru, ICSID Case No. ARB/17/",Transportation and storage,,,Peru - Spain BIT (1994),3933.0,,ICSID,,Peru - Spain BIT (1994),,ARB/17/
3875,"Strategic Infrasol Foodstuff LLC and The Joint Venture of Thakur Family Trust UAEwith Ace Hospitality Management DMCC UAE v. India, UNCITRAL",Accommodation and food service activities,,,United Arab Emirates- India Bilateral Investment Treaty,2534.0,,,,United Arab Emirates- India Bilateral Investment Treaty,,
2358,"Anatolie Stati, Gabriel Stati, Ascom Group SA and Terra Raf Trans Traiding Ltd v. Kazakhstan, SCC Case No. V (116/2010)","Mining and quarrying, including hydrocarbons (oil and gas)",,"US $497,685,100",,59.0,,SCC Rules of Arbitration,In favour of Investor,Energy Charter Treaty (ECT),,V
5713,"Vedanta Resources PLC v. Government of India, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,,India - United Kingdom BIT (1994),4038.0,,UNCITRAL,,India - United Kingdom BIT (1994),,
5388,"WNC Factoring Limited v. The Czech Republic, PCA Case No. 2014-34","Electricity, gas, steam and air conditioning supply",,,Czech Republic - United Kingdom 1993,3809.0,,UNCITRAL,In favour of State,Czech Republic - United Kingdom 1993,,2014-34
4952,"Windoor v. Republic of Kazakhstan, ICSID",Construction,,,,3655.0,,,,Estonia-Kazakhstan BIT,,
5595,"Vitosha Resort 2000 OOD, Ram Investments OOD and Mordechai Ramot v. Republic of Bulgaria",Construction,,,Bulgaria-Israel BIT,3990.0,,,,Bulgaria-Israel BIT,,
5594,"Vitosha Resort 2000 OOD, Ram Investments OOD and Mordechai Ramot v. Republic of Bulgaria",Construction,,,,3990.0,,,,Bulgaria-Israel BIT,,
1138,"United Parcel Service of America Inc. v. Government of Canada, ICSID Case No. UNCT/02/1",Transportation and storage,CAN,,NAFTA,11.0,United Parcel Service of America Inc.,UNCITRAL,In favour of State,NAFTA,,UNCT/02/1
2735,"Turkcell İletişim Hizmetleri A.Ş. v. The Islamic Republic of Iran, UNCITRAL",Information and communication,Iran,,Iran-Turkey BIT,1083.0,Turkcell,UNCITRAL,,Iran-Turkey BIT,,
3823,"TransCanada Corporation and TransCanada PipeLines Limited v. The United States of America, ICSID Case No. ARB/16/21","Mining and quarrying, including hydrocarbons (oil and gas)",,,North American Free Trade Agreement,11.0,,ICSID,Discontinued,NAFTA,,ARB/16/21
6179,"The Renco Group, Inc. v. Republic of Peru (Second Case)","Mining and quarrying, including hydrocarbons (oil and gas)",,,,522.0,,,,Peru-United States Trade Promotion Agreement,,
2084,"Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/26",,VEN,"US $172,800,000",Luxembourg-Venezuela BIT,920.0,"Tenaris S.A., Talta - Trading e Marketing Sociedade Unipessoal Lda.",ICSID,In favour of Investor,Luxembourg-Venezuela BIT,,ARB/11/26
2256,"Swissbourgh Diamond Mines (Pty) Limited, Josias Van Zyl, The Josias Van Zyl Family Trust and others v. The Kingdom of Lesotho, PCA Case No. 2013-29","Mining and quarrying, including hydrocarbons (oil and gas)",LSO,,Finance and Investment Protocol (FIP) for the Southern African Development Community (SADC),972.0,Swissbourgh Diamond Mines (Pty) Limited,UNCITRAL,Neither investor nor State (treaty breach(es) found but claim for damages rejected),Finance and Investment Protocol (FIP) for the Southern African Development Community (SADC),,2013-29
5929,"Surfeit Harvest Investment Holding Pte Ltd v. Republic of China (Taiwan), PCA",Financial and insurance activities,,,,4287.0,,UNCITRAL,,Agreement between Singapore and the Separate Customs Territory of Taiwan,,
5716,"Silverton Finance Service Inc. v. Dominican Republic, UNCITRAL",Real estate activities,,,Dominican Republic - Panama BIT (2003),4042.0,,UNCITRAL Arbitration Rules (2013),Discontinued,Dominican Republic - Panama BIT (2003),,
5776,"Sanum Investments Limited v. Lao People’s Democratic Republic, ICSID Case No. ADHOC/17/1","Arts, entertainment and recreation",,,China - Lao People's Democratic Republic BIT (1993),4197.0,,ad hoc,,China - Lao People's Democratic Republic BIT (1993),,ADHOC/17/1
1784,"Saint-Gobain Performance Plastics Europe v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/13",Other service activities,VEN,,Bolivia-France BIT,639.0,Saint-Gobain Performance Plastics Europe,ICSID,In favour of Investor,Bolivia-France BIT,,ARB/12/13
4860,"Saint Patrick Properties Corporation v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/16/40",Transportation and storage,,,,590.0,,,,Barbados-Venezuela BIT,,ARB/16/40
5569,Rubis Caribbean v. Barbados,"Mining and quarrying, including hydrocarbons (oil and gas)",,,UK-Barbados BIT (1993),3935.0,,,,UK-Barbados BIT (1993),,
4422,"Roscosmos State Corporation for Space Activities, RKTs Progress, KBOM and TsENKI v French Republic",Activities of extraterritorial organizations and bodies,,,Russian Federation - France BIT (1989),,,,,,,
4369,"Resolute Forest Products Inc. v the Government of Canada, PCA Case No. 2016-13",Manufacturing,,,NAFTA,11.0,,UNCITRAL,,NAFTA,,2016-13
4904,Robert J. Frank v. United Mexican States,Real estate activities,,,,,,UNCITRAL,Discontinued,,,
906,"The Renco Group, Inc. v. The Republic of Peru, ICSID Case No. UNCT/13/1","Mining and quarrying, including hydrocarbons (oil and gas)",PER,,,522.0,"Renco Group, Inc.",,In favour of Investor,Peru-United States Trade Promotion Agreement,,UNCT/13/1
5910,"Raymond Charles Eyre and Montrose Developments (Private) Limited v. Democratic Socialist Republic of Sri Lanka, ICSID Case No. ARB/16/25","Arts, entertainment and recreation",,,Sri Lanka - United Kingdom BIT (1980),4279.0,,ICSID,,Sri Lanka - United Kingdom BIT (1980),,ARB/16/25
4948,"Ras al-Khaimah Investment Authority v. India, UNCITRAL, PCA","Mining and quarrying, including hydrocarbons (oil and gas)",,,,3653.0,,UNCITRAL,,India-UAE BIT,,
5589,"President Allende Foundation, Victor Pey Casado and Coral Pey Grebe v. Republic of Chile, PCA Case No. AA662",Other service activities,,,Chile-Spain BIT,501.0,,UNCITRAL,,Chile-Spain BIT,,AA662
5687,"Power Rental Asset Co Two LLC (AssetCo), Power Rental Op Co Australia LLC (OpCo), APR Energy LLC v. the Government of Australia, UNCITRAL","Electricity, gas, steam and air conditioning supply",,,United States-Australia Free Trade Agreement (FTA),4014.0,,UNCITRAL,,United States-Australia Free Trade Agreement (FTA),,
5986,"Puma Energy Holdings (Luxembourg) SARL v the Republic of Benin, SCC Case No. SCC EA 2017/092","Electricity, gas, steam and air conditioning supply",,,BLEU (Belgium-Luxembourg Economic Union) - Benin BIT (2001),4364.0,,SCC Rules of Arbitration,,BLEU (Belgium-Luxembourg Economic Union) - Benin BIT (2001),,SCC EA 2017/092
1687,"Apotex Holdings Inc. and Apotex Inc. v. United States of America, ICSID Case No. ARB(AF)/12/1",Manufacturing,,,NAFTA,11.0,,ICSID Additional Facility,In favour of State,NAFTA,,ARB(AF)/12/1
4032,"PJSC Ukrnafta v. The Russian Federation, UNCITRAL, PCA Case No. 2015-34","Mining and quarrying, including hydrocarbons (oil and gas)",,,Ukraine-Russia BIT 1998,2999.0,,UNCITRAL,,Ukraine-Russia BIT 1998,,2015-34
5925,"Portigon AG v. Kingdom of Spain, ICSID Case No. ARB/17/15","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty,2855.0,,ICSID,,Energy Charter Treaty,,ARB/17/15
4327,"Peter A. Allard v. The Government of Barbados, PCA Case No. 2012-06",Real estate activities,,,Barbados - Canada BIT (1996),3414.0,,UNCITRAL,In favour of State,Barbados - Canada BIT (1996),,2012-06
5015,"Pawlowski AG and Project Sever s.r.o. v. Czech Republic, ICSID Case No. ARB/17/11",Construction,,,Czech Republic - Switzerland BIT (1990),3672.0,,ICSID,,Czech Republic - Switzerland BIT (1990),,ARB/17/11
2040,"Orascom TMT Investments S.à r.l. v. People's Democratic Republic of Algeria, ICSID Case No. ARB/12/35",Information and communication,DZA,,Algeria -Belgium-Luxembourg Economic Union BIT (1991),2687.0,Orascom TMT Investments S.à r.l.,ICSID,In favour of State,Algeria -Belgium-Luxembourg Economic Union BIT (1991),,ARB/12/35
4785,"Oleg Deripaska v. the Republic of Montenegro, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,,,3604.0,,UNCITRAL,,Russia- Former Yugoslavia BIT 1995,,
4736,"OAO Tatneft v. Ukraine, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,"US $112,000,000",Russian Federation - Ukraine BIT (1998),2719.0,,UNCITRAL,In favour of Investor,Russian Federation - Ukraine BIT (1998),,
5412,"Rizzani de Eccher S.p.A., Obrascón Huarte Lain S.A. and Trevi S.p.A. v. State of Kuwait, ICSID Case No. ARB/17/8",Construction,,,Kuwait - Spain BIT 2005,3866.0,,ICSID,,Kuwait - Italy BIT 1987,,ARB/17/8
4381,"NJSC Naftogaz of Ukraine, PJSC State Joint Stock Company Chornomornaftogaz, PJSC Ukrtransgaz, Subsidiary Company Likvo, PJSC Ukrgasvydobuvannya, PJSC Ukrtransnafta, and Subsidiary Company Gaz Ukraiiny v the Russian Federation","Mining and quarrying, including hydrocarbons (oil and gas)",,,Russian Federation - Ukraine BIT (1998),2719.0,,,,Russian Federation - Ukraine BIT (1998),,
1198,"Murphy Exploration & Production Company International v. Republic of Ecuador, PCA Case No. 2012-16 (formerly AA 434)","Mining and quarrying, including hydrocarbons (oil and gas)",ECU,"US $20,000,000",Ecuador-United States BIT,172.0,Murphy Exploration,UNCITRAL,In favour of Investor,Ecuador-United States BIT,,2012-16
713,"Venezuela Holdings, B.V., et al (case formerly known as Mobil Corporation, Venezuela Holdings, B.V., et al.) v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/27","Mining and quarrying, including hydrocarbons (oil and gas)",VEN,"US $189,454,482",Netherlands-Venezuela BIT,192.0,"Mobil Corporation, Venezuela Holdings, B.V.",ICSID,In favour of Investor,Netherlands-Venezuela BIT,,ARB/07/27
2698,"Michael Ballantine and Lisa Ballantine v. The Dominican Republic, PCA Case No. 2016-17",Real estate activities,DOM,,CAFTA,231.0,Ballantine,UNCITRAL,,CAFTA,,2016-17
5935,"MetLife, Inc., MetLife Servicios S.A. and MetLife Seguros de Retiro S.A. v. Argentine Republic, ICSID Case No. ARB/17/17",Other service activities,,,Argentina - US BIT (1991),4292.0,,ICSID,,Argentina - US BIT (1991),,ARB/17/17
5156,"Mera Investment Fund Limited v. Republic of Serbia, ICSID Case No. ARB/17/2",Financial and insurance activities,,,Serbia - Cyprus BIT (2005),3719.0,,ICSID,,Serbia - Cyprus BIT (2005),,ARB/17/2
541,"Melvin J. Howard, Centurion Health Corp. & Howard Family Trust v. The Government of Canada, UNCITRAL, PCA Case No. 2009-21",Human health and social work activities,CAN,,NAFTA,11.0,"Howard, Centurion Health Corp.",UNCITRAL,Discontinued,NAFTA,,2009-21
4061,"Lao Holdings N.V. v. Lao People’s Democratic Republic, ICSID Case No. ARB(AF)/16/2","Arts, entertainment and recreation",,,Lao People's Democratic Republic - Netherlands BIT (2003),3038.0,,ICSID Additional Facility,,Lao People's Democratic Republic - Netherlands BIT (2003),,ARB(AF)/16/2
5939,"(DS)2, S.A., Peter de Sutter and Kristof De Sutter v. Republic of Madagascar, ICSID Case No. ARB/17/18",Other service activities,,,BLEU (Belgium-Luxembourg Economic Union) - Madagascar BIT (2005),4294.0,,ICSID,,BLEU (Belgium-Luxembourg Economic Union) - Madagascar BIT (2005),,ARB/17/18
4288,"Mr. Kristian Almås and Mr. Geir Almås v. The Republic of Poland, PCA Case No 2015-13","Agriculture, forestry and fishing",,,,3397.0,,UNCITRAL,In favour of State,Agreement between the Government of the Kingdom of Norway and the Government of the Republic of Poland on the Promotion and Reciprocal Protection of Investments dated 5 June 1990,,
2020,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6","Arts, entertainment and recreation",LAO,,Laos-Netherlands BIT,883.0,Lao Holdings N.V.,ICSID Additional Facility,,Laos-Netherlands BIT,,ARB(AF)/12/6
5572,Kingsgate Consolidated v. Thailand,"Mining and quarrying, including hydrocarbons (oil and gas)",,,Thailand-Australia Free Trade Agreement,3936.0,,,,Thailand-Australia Free Trade Agreement,,
5151,"Josias Van Zyl, The Josias Van Zyl Family Trust & The Burmilla Trust v. The Kingdom of Lesotho, PCA Case No. 2016-21","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,UNCITRAL Arbitration Rules 2010,,,,2016-21
5750,"Jochem Bernard Buse v. Republic of Panama, ICSID Case No. ARB/17/12",Financial and insurance activities,,,Netherlands - Panama BIT (2000),4120.0,,ICSID,,Netherlands - Panama BIT (2000),,ARB/17/12
4414,"Joshua Dean Nelson, in His Own Right and on behalf of Tele Fácil México S.A de C.V., and Jorge Luis Blanco v the United Mexican States",Information and communication,,,NAFTA,11.0,,UNCITRAL,,NAFTA,,
3153,"JKX Oil & Gas plc, Poltava Gas B.V. and Poltava Petroleum Company JV v. Ukraine, SCC","Electricity, gas, steam and air conditioning supply",UKR,"US $11,800,000",Energy Charter Treaty (ECT),59.0,"JKX Oil & Gas, Poltava Gas, Poltava Petroleum Company",SCC,In favour of Investor,Energy Charter Treaty (ECT),,
5417,"Ivan Peter Busta and James Peter Busta v. Czech Republic, SCC Case No. V 2015/014",Wholesale and retail trade; repair of motor vehicles and motorcycles,,,Czech Republic-UK BIT,3871.0,,SCC Rules of Arbitration,,Czech Republic-UK BIT,,V 2015/014
5591,"Itisaluna Iraq LLC and others v. Republic of Iraq, ICSID Case No. ARB/17/10",Information and communication,,,,,,ICSID,,,,ARB/17/10
5327,"Italba Corporation v. Oriental Republic of Uruguay, ICSID Case No. ARB/16/9",Information and communication,,,BIT United States of America - Uruguay 2005,3791.0,,ICSID,,BIT United States of America - Uruguay 2005,,ARB/16/9
5408,"Iskandar Safa and Akram Safa v. Hellenic Republic, ICSID Case No. ARB/16/20",Transportation and storage,,,Greece - Lebanon BIT (1997),3859.0,,ICSID,,Greece - Lebanon BIT (1997),,ARB/16/20
5893,"Isolux Netherlands, BV v. Kingdom of Spain, SCC Case V2013/153","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty,2855.0,,SCC Rules of Arbitration,,Energy Charter Treaty,,
5973,"Hela Schwarz GmbH v. People's Republic of China, ICSID Case No. ARB/17/19",Other service activities,,,China - Germany BIT (2003),4333.0,,ICSID,,China - Germany BIT (2003),,ARB/17/19
5410,Gran Colombia Gold v. Colombia,"Mining and quarrying, including hydrocarbons (oil and gas)",,,Canada–Colombia Free Trade Agreement,3865.0,,,,Canada–Colombia Free Trade Agreement,,
510,"Grand River Enterprises Six Nations, Ltd., et al. v. United States of America, UNCITRAL",Manufacturing,USA,,NAFTA,11.0,"Grand River Enterprises Six Nations, Ltd.",UNCITRAL,In favour of State,NAFTA,,
5598,Globalnet - Únete Telecomunicaciones S.A. and Clay Pacific S.R.L. v. The Republic of Ecuador,Information and communication,,,Bolivia - Ecuador BIT (1995),3991.0,,UNCITRAL,Discontinued,Bolivia - Ecuador BIT (1995),,
5421,Global Energy Consulting OU v. Lithuania,"Electricity, gas, steam and air conditioning supply",,,,3890.0,,,,Estonia-Lithuania BIT -1995,,
5401,Gilead Sciences Inc. v. Ukraine,Human health and social work activities,,,US-Ukraine BIT (1996),3838.0,,,Settled,US-Ukraine BIT (1996),,
4695,"Global Telecom Holding S.A.E. v. Canada, ICSID Case No. ARB/16/16",Information and communication,,,Canada - Egypt BIT (1996),3945.0,,ICSID,,Canada - Egypt BIT (1996),,ARB/16/16
4750,Fynerdale Holdings BV v. The Czech Republic,"Agriculture, forestry and fishing",,,,,,,,,,
471,"Vito G. Gallo v. The Government of Canada, UNCITRAL, PCA Case No. 55798","Water supply; sewerage, waste management and remediation activities",CAN,,NAFTA,11.0,Gallo,UNCITRAL,In favour of State,NAFTA,,55798
4721,"Gabriel Resources Ltd. and Gabriel Resources (Jersey) v. Romania, ICSID Case No. ARB/15/31",Other service activities,,,UK- Romania BIT,3574.0,,ICSID,,Canada- Romania BIT,,ARB/15/31
5158,"Eugene Kazmin v. Republic of Latvia, ICSID Case No. ARB/17/5",Other service activities,,,,3721.0,,ICSID,,Latvia - Ukraine BIT (1997),,ARB/17/5
5895,"Eskosol S.p.A. in liquidazione v. Italian Republic, ICSID Case No. ARB/15/50","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty,2855.0,,ICSID,,Energy Charter Treaty,,ARB/15/50
4430,Emergofin B.V. and Velbay Holdings Ltd. v Ukraine,"Mining and quarrying, including hydrocarbons (oil and gas)",,,the Netherlands-Ukraine BIT (1994),3543.0,,,,the Netherlands-Ukraine BIT,,
5721,"Eiser Infrastructure Limited and Energía Solar Luxembourg S.à r.l. v. Kingdom of Spain, ICSID Case No. ARB/13/36","Electricity, gas, steam and air conditioning supply",,"US $140,757,760",Energy Charter Treaty (ECT),59.0,,ICSID,In favour of Investor,Energy Charter Treaty (ECT),,ARB/13/36
1625,"Eli Lilly and Company v. The Government of Canada, UNCITRAL, ICSID Case No. UNCT/14/2",Other service activities,CAN,,NAFTA,11.0,Eli Lilly and Company,UNCITRAL,In favour of State,NAFTA,,UNCT/14/2
5994,"DP World Limited v. Kingdom of Belgium, ICSID Case No. ARB/17/21",Transportation and storage,,,BLEU (Belgium-Luxembourg Economic Union) - United Arab Emirates BIT (2004),4368.0,,ICSID,,BLEU (Belgium-Luxembourg Economic Union) - United Arab Emirates BIT (2004),,ARB/17/21
3972,"Dominion Minerals Corp. v. Republic of Panama, ICSID Case No. ARB/16/13","Mining and quarrying, including hydrocarbons (oil and gas)",,,Panama-United States of America BIT 1982,2720.0,,ICSID,,Panama-United States of America BIT 1982,,ARB/16/13
4858,Dirk Herzig (Insolvency Administrator of Unionmatex Industrieanlagen) v Turkmenistan,Construction,,,,769.0,,,,Germany-Turkmenistan BIT,,
3775,"Dawood Rawat v. The Republic of Mauritius, PCA Case 2016-20",Financial and insurance activities,,,France-Mauritius BIT (French),2400.0,,UNCITRAL,,France-Mauritius BIT,,
5923,"Consutel Group S.p.A. in liquidazione, v. Republic of Algeria, PCA",Information and communication,,,Italy-Algeria BIT,4281.0,,UNCITRAL,,Italy-Algeria BIT,,
2082,"Charanne and Construction Investments v. Spain, SCC Case No. V 062/2012","Electricity, gas, steam and air conditioning supply",ESP,,Energy Charter Treaty (ECT),59.0,"Charanne, Construction Investments",SCC Rules of Arbitration,In favour of Investor,Energy Charter Treaty (ECT),,V 062/2012
249,"Chemtura Corporation v. Government of Canada, UNCITRAL (formerly Crompton Corporation v. Government of Canada)","Agriculture, forestry and fishing",CAN,,NAFTA,11.0,Chemtura Corporation,UNCITRAL,In favour of State,NAFTA,,
2463,"Central European Aluminium Company (CEAC ) v. Montenegro, ICSID Case No. ARB/14/8","Mining and quarrying, including hydrocarbons (oil and gas)",MNE,,Cyprus-Serbia and Montenegro BIT,1033.0,Central European Aluminium Company,ICSID,In favour of State,Cyprus-Serbia and Montenegro BIT,,ARB/14/8
5586,"Cem Cengiz Uzan v.  Republic of Turkey, SCC Case No.  V 2014/023","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty,2855.0,,SCC Rules of Arbitration,In favour of State,Energy Charter Treaty,, V 2014/023
221,"Cargill, Incorporated v. Republic of Poland, ICSID Case No. ARB(AF)/04/2",Other service activities,POL,"US $16,300,000",Poland-United States Business and Economic Relations Treaty,185.0,Cargill,UNCITRAL,In favour of Investor,Poland-United States Business and Economic Relations Treaty,,ARB(AF)/04/2
5933,"Carlos Ríos and Francisco Ríos v. Republic of Chile, ICSID Case No. ARB/17/16",Transportation and storage,,,Chile - Colombia BIT (2000),4290.0,,ICSID,,Chile - Colombia BIT (2000),,ARB/17/16
5954,"Capital Financial Holdings Luxembourg S.A. v. Republic of Cameroon, ICSID Case No. ARB/15/18",Financial and insurance activities,,,BLEU (Belgium-Luxembourg Economic Union) - Cameroon BIT (1980),4311.0,,ICSID,In favour of State,BLEU (Belgium-Luxembourg Economic Union) - Cameroon BIT (1980),,ARB/15/18
5709,"Cairn Energy PLC and Cairn UK Holdings Limited (CUHL) v. Government of India, PCA Case No. 2016-7","Mining and quarrying, including hydrocarbons (oil and gas)",,,India - United Kingdom BIT (1994),4038.0,,UNCITRAL,,India - United Kingdom BIT (1994),,2016-7
181,"Burlington Resources Inc. v. Republic of Ecuador, ICSID Case No. ARB/08/5 (formerly Burlington Resources Inc. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador))","Mining and quarrying, including hydrocarbons (oil and gas)",ECU,,Ecuador-United States BIT,172.0,Burlington Resources Inc.,ICSID,In favour of Investor,Ecuador-United States BIT,,ARB/08/5
4475,"Bridgestone Licensing Services, Inc. and Bridgestone Americas, Inc. v. Republic of Panama, ICSID Case No. ARB/16/34",Manufacturing,,,,4476.0,,ICSID,,U.S.- Panama Trade Promotion Agreement,,ARB/16/34
177,"British Caribbean Bank Limited v. The Government of Belize, PCA Case No. 2010-18",Financial and insurance activities,BLZ,"US $25,100,000",Belize-United Kingdom BIT,166.0,British Caribbean Bank Limited,UNCITRAL,In favour of Investor,Belize-United Kingdom BIT,,2010-18
6198,Boonsom Boonyanit v. Malaysia,Real estate activities,,,ASEAN Agreement for the Promotion and Protection of Investments (1987),4470.0,,,,ASEAN Agreement for the Promotion and Protection of Investments (1987),,
5739,"Blusun S.A., Jean-Pierre Lecorcier and Michael Stein v. Italian Republic, ICSID Case No. ARB/14/3","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty,2855.0,,ICSID,In favour of State,Energy Charter Treaty,,ARB/14/3
6162,"Big Sky Energy Corporation v. Republic of Kazakhstan, ICSID Case No. ARB/17/22","Electricity, gas, steam and air conditioning supply",,,Kazakhstan - United States of America BIT (1992),4437.0,,ICSID,,Kazakhstan - United States of America BIT (1992),,ARB/17/22
5904,"Beijing Urban Construction Group Co. Ltd. v. Republic of Yemen, ICSID Case No. ARB/14/30",Construction,,,,4275.0,,ICSID,,China - Yemen BIT (1998),,ARB/14/30
5160,"Bank of Cyprus Public Company Limited v. Hellenic Republic, ICSID Case No. ARB/17/4",Financial and insurance activities,,,Cyprus - Greece BIT (1992),3722.0,,ICSID,,Cyprus - Greece BIT (1992),,ARB/17/4
123,"Werner Schneider, acting in his capacity as insolvency administrator of Walter Bau Ag (In Liquidation) v. The Kingdom of Thailand, UNCITRAL (formerly Walter Bau AG (in liquidation) v. The Kingdom of Thailand)",Construction,THA,"US $40,000,000",Germany-Thailand BIT,129.0,Bau,UNCITRAL,In favour of Investor,Germany-Thailand BIT,,
5168,"Bank Melli Iran and Bank Saderat Iran v Bahrain, UNCITRAL",Financial and insurance activities,,,Bahrain- Iran BIT - 2002 (Persian),3723.0,,UNCITRAL,,Bahrain- Iran BIT (2002),,
